"register","index","code","type","required","in_required","out_required","conditional_required","conditional_in_required","conditional_out_required","length","xsd_type","decimal","spec_type","spec_required","desc"
"D590","10","VL_RED_BC","float","True","","","","","","","","2","N","O","Valor não tributado em função da redução da base de cálculo do ICMS, referente à combinação de CST/ICMS, CFOP e alíquota do ICMS"
"D590","11","COD_OBS","char","","","","","","","006","","","C","","Código da observação (campo 02 do Registro 0460)"
"D600","2","COD_MOD","char","","","","","","","002*","","","C","","Código do modelo do documento fiscal, conforme a Tabela Documentos Fiscais do ICMS"
"D600","3","COD_MUN","char","","","","","","","007*","numeric_code","","N","","Código do município dos terminais faturados, conforme a tabela IBGE"
"D600","4","SER","char","","","","","","","004","","","C","","Série do documento fiscal"
"D600","5","SUB","char","","","","","","","003","numeric_code","","N","","Subsérie do documento fiscal"
"D600","6","COD_CONS","char","","","","","","","002*","numeric_code","","N","","Código de classe de consumo dos serviços de comunicação ou de telecomunicação, conforme a Tabela Classes de Consumo dos Serviços de Comunicação e Telecomunicação"
"D600","7","QTD_CONS","int","","","","","","","","","","N","","Quantidade de documentos consolidados neste registro"
"D600","8","DT_DOC","date","","","","","","","008*","","","D","","Data dos documentos consolidados"
"D600","9","VL_DOC","float","","","","","","","","","2","N","","Valor total acumulado dos documentos fiscais"
"D600","10","VL_DESC","float","","","","","","","","","2","N","","Valor acumulado dos descontos"
"D600","11","VL_SERV","float","","","","","","","","","2","N","","Valor acumulado das prestações de serviços tributadas pelo ICMS"
"D600","12","VL_SERV_NT","float","","","","","","","","","2","N","","Valor acumulado dos serviços não-tributados pelo ICMS"
"D600","13","VL_TERC","float","","","","","","","","","2","N","","Valores cobrados em nome de terceiros"
"D600","14","VL_DA","float","","","","","","","","","2","N","","Valor acumulado das despesas acessórias"
"D600","15","VL_BC_ICMS","float","","","","","","","","","2","N","","Valor acumulado da base de cálculo do ICMS"
"D600","16","VL_ICMS","float","","","","","","","","","2","N","","Valor acumulado do ICMS"
"D600","17","VL_PIS","float","","","","","","","","","2","N","","Valor do PIS"
"D600","18","VL_COFINS","float","","","","","","","","","2","N","","Valor da COFINS"
"D610","2","COD_CLASS","char","","","","","","","004*","numeric_code","","N","","Código de classificação do item do serviço de comunicação ou de telecomunicação, conforme a Tabela Classificação de Itens de Energia Elétrica, Serviços de Comunicação e Telecomunicação"
"D610","3","COD_ITEM","char","","","","","","","060","","","C","","Código do item (campo 02 do Registro 0200)"
"D610","4","QTD","float","","","","","","","","","3","N","","Quantidade acumulada do item"
"D610","5","UNID","char","","","","","","","006","","","C","","Unidade do item (Campo 02 do registro 0190)"
"D610","6","VL_ITEM","float","","","","","","","","","2","N","","Valor acumulado do item"
"D610","7","VL_DESC","float","","","","","","","","","2","N","","Valor acumulado dos descontos"
"D610","8","CST_ICMS","char","","","","","","","003*","numeric_code","","N","","Código da Situação Tributária referente ao ICMS"
"D610","9","CFOP","char","","","","","","","004*","numeric_code","","N","","Código Fiscal de Operação e Prestação"
"D610","10","ALIQ_ICMS","float","","","","","","","006","","2","N","","Alíquota do ICMS"
"D610","11","VL_BC_ICMS","float","","","","","","","","","2","N","","Valor acumulado da base de cálculo do ICMS"
"D610","12","VL_ICMS","float","","","","","","","","","2","N","","Valor acumulado do ICMS debitado"
"D610","13","VL_BC_ICMS_ST","float","","","","","","","","","2","N","","Valor da base de cálculo do ICMS de outras UFs"
"D610","14","VL_ICMS_ST","float","","","","","","","","","2","N","","Valor do ICMS retido por de outras UFs"
"D610","15","VL_RED_BC","float","","","","","","","","","2","N","","Valor não tributado em função da redução da base de cálculo do ICMS, referente à combinação de CST/ICMS, CFOP e alíquota do ICMS"
"D610","16","VL_PIS","float","","","","","","","","","2","N","","Valor acumulado do PIS"
"D610","17","VL_COFINS","float","","","","","","","","","2","N","","Valor acumulado da COFINS"
"D610","18","COD_CTA","char","","","","","","","","","","C","","Código da conta analítica contábil debitada/creditada"
"D690","2","CST_ICMS","char","","","","","","","003*","numeric_code","","N","","Código da Situação Tributária referente ao ICMS"
"D690","3","CFOP","char","","","","","","","004*","numeric_code","","N","","Código Fiscal de Operação e Prestação"
"D690","4","ALIQ_ICMS","float","","","","","","","006","","2","N","","Alíquota do ICMS"
"D690","5","VL_OPR","float","","","","","","","","","2","N","","Valor da operação correspondente à combinação de CST/ICMS, CFOP e alíquota do ICMS, incluídas as despesas acessórias e acréscimos"
"D690","6","VL_BC_ICMS","float","","","","","","","","","2","N","","Parcela correspondente ao “Valor da base de cálculo do ICMS” referente à combinação CST/ICMS, CFOP e alíquota do ICMS"
"D690","7","VL_ICMS","float","","","","","","","","","2","N","","Parcela correspondente ao “Valor do ICMS” referente à combinação CST/ICMS, CFOP e alíquota do ICMS"
"D690","8","VL_BC_ICMS_ST","float","","","","","","","","","2","N","","Parcela correspondente ao “Valor da base de cálculo do ICMS” de outras UFs referente à combinação de CST/ICMS, CFOP e alíquota do ICMS"
"D690","9","VL_ICMS_ST","float","","","","","","","","","2","N","","Parcela correspondente ao valor creditado/debitado do ICMS de outras UFs, referente à combinação de CST/ICMS, CFOP e alíquota do ICMS"
"D690","10","VL_RED_BC","float","","","","","","","","","2","N","","Valor não tributado em função da redução da base de cálculo do ICMS, referente à combinação de CST/ICMS, CFOP e alíquota do ICMS"
"D690","11","COD_OBS","char","","","","","","","006","","","C","","Código da observação do lançamento fiscal (campo 02 do Registro 0460)"
"D695","2","COD_MOD","char","","","","","","","002*","","","C","","Código do modelo do documento fiscal, conforme a Tabela Documentos Fiscais do ICMS"
"D695","3","SER","char","","","","","","","004","","","C","","Série do documento fiscal"
"D695","4","NRO_ORD_INI","char","","","","","","","009","numeric_code","","N","","Número de ordem inicial"
"D695","5","NRO_ORD_FIN","char","","","","","","","009","numeric_code","","N","","Número de ordem final"
"D695","6","DT_DOC_INI","date","","","","","","","008*","","","D","","Data de emissão inicial dos documentos"
"D695","7","DT_DOC_FIN","date","","","","","","","008*","","","D","","Data de emissão final dos documentos"
"D695","8","NOM_MEST","char","","","","","","","033","","","C","","Nome do arquivo Mestre de Documento Fiscal"
"D695","9","CHV_COD_DIG","char","","","","","","","032","","","C","","Chave de codificação digital do arquivo mestre de documento fiscal"
"D696","2","CST_ICMS","char","","","","","","","003*","numeric_code","","N","","Código da Situação Tributária referente ao ICMS"
"D696","3","CFOP","char","","","","","","","004*","numeric_code","","N","","Código Fiscal de Operação e Prestação"
"D696","4","ALIQ_ICMS","float","","","","","","","006","","2","N","","Alíquota do ICMS"
"D696","5","VL_OPR","float","","","","","","","","","2","N","","Valor da operação correspondente à combinação de CST/ICMS, CFOP e alíquota do ICMS, incluídas as despesas acessórias e acréscimos"
"D696","6","VL_BC_ICMS","float","","","","","","","","","2","N","","Parcela correspondente ao “Valor da base de cálculo do ICMS” referente à combinação CST/ICMS, CFOP e alíquota do ICMS"
"D696","7","VL_ICMS","float","","","","","","","","","2","N","","Parcela correspondente ao “Valor do ICMS” referente à combinação CST/ICMS, CFOP e alíquota do ICMS"
"D696","8","VL_BC_ICMS_ST","float","","","","","","","","","2","N","","Valor da base de cálculo do ICMS de outras UFs"
"D696","9","VL_ICMS_ST","float","","","","","","","","","2","N","","Valor do ICMS retido de outras UFs"
"D696","10","VL_RED_BC","float","","","","","","","","","2","N","","Valor não tributado em função da redução da base de cálculo do ICMS, referente à combinação de CST/ICMS, CFOP e alíquota do ICMS"
"D696","11","COD_OBS","char","","","","","","","006","","","C","","Código da observação do lançamento fiscal (campo 02 do Registro 0460)"
"D697","2","UF","char","","","","","","","002*","","","C","","Sigla da unidade da federação"
"D697","3","VL_BC_ICMS_ST","float","","","","","","","","","2","N","","Base de cálculo do ICMS"
"D697","4","VL_ICMS_ST","float","","","","","","","","","2","N","","Valor do ICMS"
"D700","2","IND_OPER","char","True","","","","","","001*","","","C","O","Indicador do tipo de operação"
"D700","3","IND_EMIT","char","True","","","","","","001*","","","C","O","Indicador do emitente do documento fiscal"
"D700","4","COD_PART","char","","","","","","","060","","","C","","Código do participante (campo 02 do Registro 0150): - prestador de serviço, no caso de aquisição de serviço"
"D700","5","COD_MOD","char","True","","","","","","002*","","","C","O","Código do modelo do documento fiscal, conforme Tabela 4.1.1"
"D700","6","COD_SIT","char","True","","","","","","002*","numeric_code","","N","O","Código da situação do documento fiscal, conforme a Tabela 4.1.2"
"D700","7","SER","char","True","","","","","","003","","","C","O","Série do documento fiscal"
"D700","8","NUM_DOC","char","True","","","","","","009","numeric_code","","N","O","Número do documento fiscal"
"D700","9","DT_DOC","date","True","","","","","","008*","","","D","O","Data da emissão do documento fiscal"
"D700","10","DT_A_P","date","","","","","","","008*","","","D","","Data da aquisição ou da prestação do serviço"
"D700","11","VL_DOC","float","True","","","","","","","","2","N","O","Valor total do documento fiscal"
"D700","12","VL_DESC","float","","","","","","","","","2","N","","Valor total do desconto"
"D700","13","VL_SERV","float","True","","","","","","","","2","N","O","Valor dos serviços tributados pelo ICMS"
"D700","14","VL_SERV_NT","float","","","","","","","","","2","N","","Valores cobrados em nome do prestador sem destaque de ICMS"
"D700","15","VL_TERC","float","","","","","","","","","2","N","","Valores cobrados em nome de terceiros"
"D700","16","VL_DA","float","","","","","","","","","2","N","","Valor de despesas acessórias indicadas no documento fiscal"
"D700","17","VL_BC_ICMS","float","","","","","","","","","2","N","","Valor da base de cálculo do ICMS"
"D700","18","VL_ICMS","float","","","","","","","","","2","N","","Valor do ICMS"
"D700","19","COD_INF","char","","","","","","","006","","","C","","Código da informação complementar do documento fiscal (campo 02 do Registro 0450)"
"D700","20","VL_PIS","float","","","","","","","","","2","N","","Valor do PIS/PASEP"
"D700","21","VL_COFINS","float","","","","","","","","","2","N","","Valor total da COFINS"
"D700","22","CHV_DOCE","char","True","","","","","","044*","","","C","O","Chave da Nota Fiscal Fatura de Serviço de Comunicação Eletrônica"
"D700","23","FIN_DOCE","char","True","","","","","","001*","numeric_code","","N","O","Finalidade da emissão do documento eletrônico"
"D700","24","TIP_FAT","char","True","","","","","","001*","numeric_code","","N","O","Tipo de Faturamento do Documento Eletrônico"
"D700","25","COD_MOD_DOC_REF","char","","","","","","","002*","","","C","","Código do modelo do documento fiscal referenciado, conforme a Tabela 4.1.1"
"D700","26","CHV_DOCE_REF","char","","","","","","","044*","","","C","","Chave da nota referenciada"
"D700","27","HASH_DOC_REF","char","","","","","","","032","","","C",""," Código de autenticação digital do registro (Convênio 115/2003)"
"D700","28","SER_DOC_REF","char","","","","","","","004","","","C","","Série do documento fiscal referenciado"
"D700","29","NUM_DOC_REF","char","","","","","","","009","numeric_code","","N","","Número do documento fiscal referenciado"
"D700","30","MES_DOC_REF","char","","","","","","","006*","numeric_code","","N","","Mês e ano da emissão do documento fiscal referenciado"
"D700","31","COD_MUN_DEST","char","","","","","","","007*","numeric_code","","N","","Código do Município do destinatário conforme a tabela do IBGE"
"D700","32","DED","float","","","","","","","","","2","N","","Deduções"
"D730","2","CST_ICMS","char","True","","","","","","003*","numeric_code","","N","O","Código da Situação Tributária referente ao ICMS"
