"Register","Page","Nº","Campo","Descrição","Tipo","Tam","Dec","Obrig","Entr","Saídas"
"C597","pva","2","COD_AJ","Código do ajuste/benefício/incentivo conforme tabela indicada no item 5.3 ","C","010*","","O","",""
"C597","pva","3","DESCR_COMPL_AJ","Descrição complementar do ajuste do documento fiscal","C","","","","",""
"C597","pva","4","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","","","",""
"C597","pva","5","VL_BC_ICMS","Base de Calculo do ICMS ou ICMS ST","N","","2","","",""
"C597","pva","6","ALIQ_ICMS","Alíquota do ICMS","N","006","2","","",""
"C597","pva","7","VL_ICMS","Valor do ICMS ou ICMS ST","N","","2","","",""
"C597","pva","8","VL_OUTROS","Outros valores","N","","2","","",""
"C600","pva","1","REG","Texto fixo contendo “C600”","C","004*","","OC","",""
"C600","pva","2","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela Documentos Fiscais do ICMS","C","002*","","","",""
"C600","pva","3","COD_MUN","Código do município dos pontos de consumo, conforme a tabela IBGE","N","007*","","","",""
"C600","pva","4","SER","Série do documento fiscal","C","004","","","",""
"C600","pva","5","SUB","Subsérie do documento fiscal","N","003","","","",""
"C600","pva","6","COD_CONS","Código de classe de consumo de energia elétrica, conforme a Tabela de Faixa de Consumo de Energia Elétrica, ou Código de Consumo de Fornecimento D´água conforme Tabela de Classes de Consumo de Água Canalizada ou Código da classe de consumo de gás canalizado conforme Tabela de Classes de Consumo de Gás Canalizado","N","002*","","","",""
"C600","pva","7","QTD_CONS","Quantidade de documentos consolidados neste registro","N","","","","",""
"C600","pva","8","QTD_CANC","Quantidade de documentos cancelados","N","","","","",""
"C600","pva","9","DT_DOC","Data dos documentos consolidados","D","008*","","","",""
"C600","pva","10","VL_DOC","Valor total dos documentos","N","","2","","",""
"C600","pva","11","VL_DESC","Valor acumulado dos descontos","N","","2","","",""
"C600","pva","12","CONS","Consumo total acumulado, em kWh (Código 06)","N","","","","",""
"C600","pva","13","VL_FORN","Valor acumulado do fornecimento","N","","2","","",""
"C600","pva","14","VL_SERV_NT","Valor acumulado dos serviços não-tributados pelo ICMS","N","","2","","",""
"C600","pva","15","VL_TERC","Valores cobrados em nome de terceiros","N","","2","","",""
"C600","pva","16","VL_DA","Valor acumulado das despesas acessórias","N","","2","","",""
"C600","pva","17","VL_BC_ICMS","Valor acumulado da base de cálculo do ICMS","N","","2","","",""
"C600","pva","18","VL_ICMS","Valor acumulado do ICMS","N","","2","","",""
"C600","pva","19","VL_BC_ICMS_ST","Valor acumulado da base de cálculo do ICMS substituição tributária","N","","2","","",""
"C600","pva","20","VL_ICMS_ST","Valor acumulado do ICMS retido por substituição tributária","N","","2","","",""
"C600","pva","21","VL_PIS","Valor acumulado do PIS","N","","2","","",""
"C600","pva","22","VL_COFINS","Valor acumulado da COFINS","N","","2","","",""
"C601","pva","1","REG","Texto fixo contendo “C601”","C","004*","","","",""
"C601","pva","2","NUM_DOC_CANC","Número do documento fiscal cancelado","N","009","","","",""
"C610","pva","1","REG","Texto fixo contendo “C610”","C","004*","","O","",""
"C610","pva","2","COD_CLASS","Código de classificação do item de energia elétrica, conforme Tabela Classificação de Itens de Energia Elétrica, Serviços de Comunicação e Telecomunicação","C","004*","","","",""
"C610","pva","3","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","","","",""
"C610","pva","4","QTD","Quantidade acumulada do item","N","","3","","",""
"C610","pva","5","UNID","Unidade do item (Campo 02 do registro 0190)","C","006","","","",""
"C610","pva","6","VL_ITEM","Valor acumulado do item","N","","2","","",""
"C610","pva","7","VL_DESC","Valor acumulado dos descontos","N","","2","","",""
"C610","pva","8","CST_ICMS","Código da Situação Tributária","N","003*","","","",""
"C610","pva","9","CFOP","Código Fiscal de Operação e Prestação","N","004*","","","",""
"C610","pva","10","ALIQ_ICMS","Alíquota do ICMS","N","006","2","","",""
"C610","pva","11","VL_BC_ICMS","Valor acumulado da base de cálculo do ICMS","N","","2","","",""
"C610","pva","12","VL_ICMS","Valor acumulado do ICMS debitado","N","","2","","",""
"C610","pva","13","VL_BC_ICMS_ST","Valor da base de cálculo do ICMS substituição tributária","N","","2","","",""
"C610","pva","14","VL_ICMS_ST","Valor do ICMS retido por substituição tributária","N","","2","","",""
"C610","pva","15","VL_PIS","Valor do PIS","N","","2","","",""
"C610","pva","16","VL_COFINS","Valor da COFINS","N","","2","","",""
"C610","pva","17","COD_CTA","Código da conta analítica contábil debitada/creditada","C","","","","",""
"C690","pva","1","REG","Texto fixo contendo “C690”","C","004*","","O","",""
"C690","pva","2","CST_ICMS","Código da Situação Tributária, conforme tabela Código da Situação Tributária - CST (ICMS)","N","003*","","","",""
"C690","pva","3","CFOP","Código Fiscal de Operação e Prestação","N","004*","","","",""
"C690","pva","4","ALIQ_ICMS","Alíquota do ICMS","N","006","2","","",""
"C690","pva","5","VL_OPR","Valor da operação correspondente à combinação de CST/ICMS, CFOP e alíquota do ICMS","N","","2","","",""
"C690","pva","6","VL_BC_ICMS","Parcela correspondente ao “Valor da base de cálculo do ICMS” referente à combinação CST/ICMS, CFOP e alíquota do ICMS","N","","2","","",""
"C690","pva","7","VL_ICMS","Parcela correspondente ao “Valor do ICMS” referente à combinação CST/ICMS, CFOP e alíquota do ICMS","N","","2","","",""
"C690","pva","8","VL_RED_BC","Valor não tributado em função da redução da base de cálculo do ICMS, referente à combinação de CST/ICMS, CFOP e alíquota do ICMS","N","","2","","",""
"C690","pva","9","VL_BC_ICMS_ST","Valor da base de cálculo do ICMS substituição tributária","N","","2","","",""
"C690","pva","10","VL_ICMS_ST","Valor do ICMS retido por substituição tributária","N","","2","","",""
"C690","pva","11","COD_OBS","Código da observação do lançamento fiscal (campo 02 do Registro 0460)","C","006","","","",""
"C700","pva","1","REG","Texto fixo contendo “C700”","C","004*","","OC","",""
"C700","pva","2","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela Documentos Fiscais do ICMS","C","002*","","","",""
"C700","pva","3","SER","Série do documento fiscal","C","004","","","",""
"C700","pva","4","NRO_ORD_INI","Número de ordem inicial","N","009","","","",""
"C700","pva","5","NRO_ORD_FIN","Número de ordem final","N","009","","","",""
"C700","pva","6","DT_DOC_INI","Data de emissão inicial dos documentos/Data inicial de vencimento da fatura","D","008*","","","",""
"C700","pva","7","DT_DOC_FIN","Data de emissão final dos documentos/Data final de vencimento da fatura","D","008*","","","",""
"C700","pva","8","NOM_MEST","Nome do arquivo Mestre de Documento Fiscal","C","033","","","",""
"C700","pva","9","CHV_COD_DIG","Chave de codificação digital do arquivo mestre de documento fiscal","C","032","","","",""
"C790","pva","1","REG","Texto fixo contendo “C790”","C","004*","","O","",""
"C790","pva","2","CST_ICMS","Código da Situação Tributária, conforme Tabela Código da Situação Tributária - CST (ICMS)","N","003*","","","",""
"C790","pva","3","CFOP","Código Fiscal de Operação e Prestação","N","004*","","","",""
"C790","pva","4","ALIQ_ICMS","Alíquota do ICMS","N","006","2","","",""
"C790","pva","5","VL_OPR","Valor da operação correspondente à combinação de CST/ICMS, CFOP e alíquota do ICMS","N","","2","","",""
"C790","pva","6","VL_BC_ICMS","Parcela correspondente ao “Valor da base de cálculo do ICMS” referente à combinação CST/ICMS, CFOP e alíquota do ICMS","N","","2","","",""
"C790","pva","7","VL_ICMS","Parcela correspondente ao “Valor do ICMS” referente à combinação CST/ICMS, CFOP e alíquota do ICMS","N","","2","","",""
"C790","pva","8","VL_BC_ICMS_ST","Valor da base de cálculo do ICMS substituição tributária","N","","2","","",""
"C790","pva","9","VL_ICMS_ST","Valor do ICMS retido por substituição tributária","N","","2","","",""
"C790","pva","10","VL_RED_BC","Valor não tributado em função da redução da base de cálculo do ICMS, referente à combinação de CST/ICMS, CFOP e alíquota do ICMS","N","","2","","",""
"C790","pva","11","COD_OBS","Código da observação do lançamento fiscal (campo 02 do Registro 0460)","C","006","","","",""
"C791","pva","1","REG","Texto fixo contendo “C791”","C","004*","","","",""
"C791","pva","2","UF","Sigla da unidade da federação a que se refere a retenção ST","C","002*","","","",""
"C791","pva","3","VL_BC_ICMS_ST","Valor da base de cálculo do ICMS substituição tributária","N","","2","","",""
"C791","pva","4","VL_ICMS_ST","Valor do ICMS retido por substituição tributária","N","","2","","",""
"C800","pva","1","REG","Texto fixo contendo “C800”","C","004*","","OC","",""
"C800","pva","2","COD_MOD","Código do modelo de Documento Fiscal","C","002*","","","",""
"C800","pva","3","COD_SIT","Código da Situação do Documento Fiscal","N","002*","","","",""
"C800","pva","4","NUM_CFE","Número do Cupom Fiscal Eletrônico","N","006","","","",""
"C800","pva","5","DT_DOC","Data da emissão do cupom fiscal eletrônico","D","008*","","","",""
"C800","pva","6","VL_CFE","Valor Total do Cupom Fiscal Eletrônico","N","","2","","",""
"C800","pva","7","VL_PIS","Valor Total do Pis","N","","2","","",""
"C800","pva","8","VL_COFINS","Valor Total da COFINS","N","","2","","",""
"C800","pva","9","CNPJ_CPF","CNPJ ou CPF do destinatário","C","014","","","",""
"C800","pva","10","NR_SAT","Número de Série do Equipamento SAT","N","009","","","",""
"C800","pva","11","CHV_CFE","Chave do Cupom Fiscal Eletrônico","C","044*","","","",""
"C800","pva","12","VL_DESC","Valor total do desconto sobre item","N","","2","","",""
"C800","pva","13","VL_MERC","Valor total das mercadorias e serviços","N","","2","","",""
"C800","pva","14","VL_OUT_DA","Valor de outras desp. acessórias (acréscimo)","N","","2","","",""
"C800","pva","15","VL_ICMS","Valor do ICMS","N","","2","","",""
"C800","pva","16","VL_PIS_ST","Valor total do PIS retido por subs. trib.","N","","2","","",""
"C800","pva","17","VL_COFINS_ST","Valor total da COFINS retido por subs. trib.","N","","2","","",""
"C810","pva","1","REG","Texto fixo contendo “C810”","C","004*","","OC","",""
"C810","pva","2","NUM_ITEM","Número seqüencial do documento fiscal","N","003","","","",""
"C810","pva","3","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","","","",""
"C810","pva","4","QTD","Quantidade do item","N","","5","","",""
"C810","pva","5","UNID","Unidade do item (Campo 02 do registro 0190)","C","006","","","",""
"C810","pva","6","VL_ITEM","Valor total do item (mercadorias ou serviços)","N","","2","","",""
"C810","pva","7","CST_ICMS","Código da Situação Tributária referente ao ICMS","C","003*","","","",""
"C810","pva","8","CFOP","Código Fiscal de Operação e Prestação","N","004*","","","",""
"C815","pva","1","REG","Texto fixo contendo “C815”","C","004*","","OC","",""
"C815","pva","2","COD_MOT_REST_COMPL","Código do motivo da restituição ou complementação conforme Tabela 5.7","C","005*","","","",""
"C815","pva","3","QUANT_CONV","Quantidade do item","N","","6","","",""
"C815","pva","4","UNID","Unidade adotada para informar o campo QUANT_CONV.","C","006","","","",""
"C815","pva","5","VL_UNIT_CONV","Valor unitário da mercadoria, considerando a unidade utilizada para informar o campo “QUANT_CONV”","N","","6","","",""
"C815","pva","6","VL_UNIT_ICMS_NA_OPERACAO_CONV","Valor unitário da mercadoria, considerando a unidade utilizada para informar o campo “QUANT_CONV”","N","","6","","",""
"C815","pva","7","VL_UNIT_ICMS_OP_CONV","Valor unitário de ICMS Operações Próprias(OP) para desfazimento da Substituição Tributária(ST)","N","","6","","",""
"C815","pva","8","VL_UNIT_BC_ICMS_ST_ESTOQUE_CONV","Valor unitário médio de ICMS Operações Próprias","N","","6","","",""
"C815","pva","9","VL_UNIT_ICMS_ST_ESTOQUE_CONV","Valor unitário médio de ICMS ST, incluindo FCP ST","N","","6","","",""
"C815","pva","10","VL_UNIT_FCP_ICMS_ST_ESTOQUE_CONV","Parcela correspondente a FCP ST que compõe o campo “Valor unit. médio de ICMS ST, incluindo FCP ST”","N","","6","","",""
"C815","pva","11","VL_UNIT_ICMS_ST_CONV_REST","Valor unitário do ICMS ST, incluindo FCP ST, a ser restituído/ressarcido","N","","6","","",""
"C815","pva","12","VL_UNIT_FCP_ST_CONV_REST","Parcela correspondente a FCP ST que compõe o campo “Valor unit. ICMS ST, incluindo FCP ST, a ser restituído/ressarcido”","N","","6","","",""
"C815","pva","13","VL_UNIT_ICMS_ST_CONV_COMPL","Valor unitário do complemento do ICMS, incluindo FCP ST, considerando a unidade utilizada para informar o campo “Quantidade do Item”","N","","6","","",""
"C815","pva","14","VL_UNIT_FCP_ST_CONV_COMPL","Valor unitário correspondente à parcela de FCP ST que compõe o campo acima, considerando unidade utilizada para informar o campo “Quantidade do Item”.","N","","6","","",""
"C850","pva","1","REG","Texto fixo contendo “C850”","C","004*","","O","",""
"C850","pva","2","CST_ICMS","Código da Situação Tributária","C","003*","","","",""
"C850","pva","3","CFOP","Código Fiscal de Operação e Prestação","N","004*","","","",""
"C850","pva","4","ALIQ_ICMS","Alíquota do ICMS","N","006","2","","",""
"C850","pva","5","VL_OPR","Valor da operação correspondente à combinação de CST_ICMS_CFOP e Aliquota do ICMS","N","","2","","",""
"C850","pva","6","VL_BC_ICMS","Parcela Correspondente ao Valor da Base de cálculo do ICMS referente à combinação CST_ICMS,CFOP e Alíquota do ICMS","N","","2","","",""
"C850","pva","7","VL_ICMS","Parcela correspondente ao Valor do ICMS referente à combinação CST_ICMS, CFOP e Alíquota do ICMS","N","","2","","",""
"C850","pva","8","COD_OBS","Código da observação do lançamento fiscal (Campo 02 do regisro 0460)","C","006","","","",""
"C855","pva","1","REG","Texto fixo contendo “C855”","C","004*","","","",""
"C855","pva","2","COD_OBS","Código da observação do lançamento fiscal (campo 02 do Registro 0460)","C","006","","O","",""
"C855","pva","3","TXT_COMPL","Descrição complementar do código de observação","C","","","","",""
"C857","pva","1","REG","Texto fixo contendo “C857”","C","004*","","","",""
"C857","pva","2","COD_AJ","Código do ajuste/benefício/incentivo, conforme TABELA DE AJUSTES E INFORMAÇÕES DE VALORES PROVENIENTES DE DOCUMENTO FISCAL","C","010*","","O","",""
"C857","pva","3","DESCR_COMPL_AJ","Descrição complementar do ajuste do documento fiscal","C","","","","",""
"C857","pva","4","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","","","",""
"C857","pva","5","VL_BC_ICMS","Base de cálculo do ICMS ou do ICMS ST","N","","2","","",""
"C857","pva","6","ALIQ_ICMS","Alíquota do ICMS","N","006","2","","",""
"C857","pva","7","VL_ICMS","Valor do ICMS ou ICMS ST","N","","2","","",""
"C857","pva","8","VL_OUTROS","Outros valores","N","","2","","",""
"C860","pva","1","REG","Texto fixo contendo “C860”","C","004*","","OC","",""
"C860","pva","2","COD_MOD","Código do Modelo do documentos fiscal","C","002*","","","",""
"C860","pva","3","NR_SAT","Número de série do equipamento SAT","N","009","","","",""
"C860","pva","4","DT_DOC","Data de emissão dos documentos fiscais","D","008*","","","",""
"C860","pva","5","DOC_INI","Número do documento inicial","N","006","","","",""
