"Register","Page","Nº","Campo","Descrição","Tipo","Tam","Dec","Obrig"
"M300","pva","4","NAT_CRED_DESC","Natureza do Crédito Diferido, vinculado a receita tributada no mercado interno, a descontar:01 - Crédito a Alíquota Básica;02 - Crédito a Alíquota Diferenciada;03 - Crédito a Alíquota por Unidade de Produto;04 Crédito Presumido da Agroindústria.","C","002","",""
"M300","pva","5","VL_CRED_DESC_DIFER","Valor do Crédito a Descontar vinculado à contribuição diferida","N","","2",""
"M300","pva","6","VL_CONT_DIFER_ANT","Valor da Contribuição a Recolher, diferida em períodos anteriores (Campo 03 – Campo 05)","N","","2","O"
"M300","pva","7","PER_APUR","Período de apuração da contribuição social e dos créditos diferidos (MMAAAA)","N","006*","","O"
"M300","pva","8","DT_RECEB","Data de recebimento da receita, objeto de diferimento","D","008*","",""
"M350","pva","1","REG","Texto fixo contendo M350","C","004","",""
"M350","pva","2","VL_TOT_FOL","Valor Total da Folha de Salários","N","","2","O"
"M350","pva","3","VL_EXC_BC","Valor Total das Exclusões à Base de Cálculo","N","","2","O"
"M350","pva","4","VL_TOT_BC","Valor Total da Base de Cálculo","N","","2","O"
"M350","pva","5","ALIQ_PIS_FOL","Alíquota do PIS/Pasep - Folha de Salários","N","006","2","O"
"M350","pva","6","VL_TOT_CONT_FOL","Valor Total da Contribuição Social sobre a Folha de Salários","N","","2","O"
"M400","pva","1","REG","Texto fixo contendo M400","C","004","",""
"M400","pva","2","CST_PIS","Código de Situação Tributária - CST das demais receitas auferidas no período, sem incidência da contribuição, ou sem contribuição apurada a pagar, conforme a Tabela 4.3.3.","C","002","","O"
"M400","pva","3","VL_TOT_REC","Valor total da receita bruta no período.","N","","2","O"
"M400","pva","4","COD_CTA","Código da conta analítica contábil debitada/creditada","C","255","",""
"M400","pva","5","DESC_COMPL","Descrição Complementar da Natureza da Receita","C","","",""
"M410","pva","1","REG","Texto fixo contendo M410","C","004","","O"
"M410","pva","2","NAT_REC","<html>Natureza da Receita, conforme código constante nas Tabelas de Detalhamento da Natureza da Receita por Situação Tributária abaixo:<br/>- Tabela 4.3.10: Produtos Sujeitos à Incidência Monofásica da Contribuição Social - Alíquotas Diferenciadas (CST 04);<br/>- Tabela 4.3.12: Produtos Sujeitos à Substituição Tributária da Contribuição Social (CST 05);<br/>- Tabela 4.3.13: Produtos Sujeitos à Alíquota Zero da Contribuição Social (CST 06);<br/>- Tabela 4.3.14: Operações com Isenção da Contribuição Social (CST 07);<br/>- Tabela 4.3.15: Operações sem Incidência da Contribuição Social (CST 08);<br/>- Tabela 4.3.16: Operações com Suspensão da Contribuição Social (CST 09).</html>","C","003*","","O"
"M410","pva","3","VL_REC","Valor da receita bruta no período, relativo a natureza da receita (NAT_REC)","N","","2","O"
"M410","pva","4","COD_CTA","Código da conta analítica contábil debitada/creditada","C","255","",""
"M410","pva","5","DESC_COMPL","Descrição Complementar da Natureza da Receita","C","","",""
"M500","pva","1","REG","Texto fixo contendo M500","C","004","","OC"
"M500","pva","2","COD_CRED","Código de Tipo de Crédito apurado no período, conforme a Tabela 4.3.6","C","003*","","O"
"M500","pva","3","IND_CRED_ORI","Indicador de Crédito Oriundo de:","N","001*","","O"
"M500","pva","4","VL_BC_CRED","Valor da Base de Cálculo do Crédito","N","","2",""
"M500","pva","5","ALIQ_COFINS","Alíquota da COFINS (em percentual)","N","008","4",""
"M500","pva","6","QUANT_BC_COFINS","Base de cálculo em quantidade COFINS","N","","3",""
"M500","pva","7","ALIQ_COFINS_QUANT","Alíquota da COFINS (em reais)","N","","4",""
"M500","pva","8","VL_CRED","Valor total do crédito apurado no período","N","","2","O"
"M500","pva","9","VL_AJUS_ACRES","Valor total dos ajustes de acréscimo","N","","2","O"
"M500","pva","10","VL_AJUS_REDUC","Valor total dos ajustes de redução","N","","2","O"
"M500","pva","11","VL_CRED_DIF","Valor total do crédito diferido no período","N","","2","O"
"M500","pva","12","VL_CRED_DISP","Valor Total do Crédito Disponível relativo ao Período (07 + 08 - 09 - 10)","N","","2","O"
"M500","pva","13","IND_DESC_CRED","Indicador de utilização do crédito disponível no período","N","001*","","O"
"M500","pva","14","VL_CRED_DESC","Valor do Crédito disponível, descontado da contribuição apurada no próprio período","N","","2",""
"M500","pva","15","SLD_CRED","Saldo de créditos a utilizar em períodos futuros (12 - 14)","N","","2","O"
"M505","pva","1","REG","Texto fixo contendo M505","C","004","","OC"
"M505","pva","2","NAT_BC_CRED","Código da Natureza da Base de Cálculo do Crédito apurado no período, conforme a Tabela 4.3.7","C","002*","","O"
"M505","pva","3","CST_COFINS","Código da Situação Tributária referente ao crédito de COFINS (Tabela 4.3.4) - Códigos 50 a 56 (créditos Básicos) e de 60 a 66 (Créditos Presumidos).","N","002*","","O"
"M505","pva","4","VL_BC_COFINS_TOT","Valor Total da Base de Cálculo escriturada nos documentos e operações (Blocos “A”, “C”, “D” e “F”), referente ao CST_COFINS informado no Campo 03","N","","2",""
"M505","pva","5","VL_BC_COFINS_CUM","Parcela do Valor Total da Base de Cálculo informada no Campo 04, vinculada a receitas com incidência cumulativa. Campo de preenchimento específico para a pessoa jurídica sujeita ao regime cumulativo e não-cumulativo da contribuição (COD_INC_TRIB = 3 do Registro 0110)","N","","2",""
"M505","pva","6","VL_BC_COFINS_NC","Valor Total da Base de Cálculo do Crédito, vinculada a receitas com incidência não-cumulativa (Campo 04 - Campo 05)","N","","2",""
"M505","pva","7","VL_BC_COFINS","Valor da Base de Cálculo do Crédito, vinculada ao tipo de Crédito escriturado em M500.","N","","2",""
"M505","pva","8","QUANT_BC_COFINS_TOT","Quantidade Total da Base de Cálculo do Crédito apurado em Unidade de Medida de Produto, escriturada nos documentos e operações (Bloco “C”), referente ao CST_COFINS informado no Campo 03","N","","3",""
"M505","pva","9","QUANT_BC_COFINS","Parcela da base de cálculo do crédito em quantidade (campo 08) vinculada ao tipo de crédito escriturado em M500.","N","","3",""
"M505","pva","10","DESC_CRED","Descrição do crédito","C","060","",""
"M510","pva","1","REG","Texto fixo contendo M510","C","004","",""
"M510","pva","2","IND_AJ","Indicador do tipo de ajuste.","C","001*","","O"
"M510","pva","3","VL_AJ","Valor do ajuste","N","","2","O"
"M510","pva","4","COD_AJ","Código do ajuste, conforme a Tabela indicada no item 4.3.8.","C","002*","","O"
"M510","pva","5","NUM_DOC","Número do documento / processo / declaração ao qual o ajuste está vinculado, se houver","C","","",""
"M510","pva","6","DESCR_AJ","Descrição resumida do ajuste.","C","","",""
"M510","pva","7","DT_REF","Data de referência do ajuste (ddmmaaaa)","D","008*","",""
"M515","pva","1","REG","Texto fixo contendo M515","C","004","",""
"M515","pva","2","DET_VALOR_AJ","Detalhamento do valor do crédito reduzido ou acrescido, informado no Campo 03 (VL_AJ) do registro M510","N","","2","O"
"M515","pva","3","CST_COFINS","Código de Situação Tributária referente à operação detalhada neste registro","N","002*","",""
"M515","pva","4","DET_BC_CRED","Detalhamento da base de cálculo geradora de ajuste de crédito","N","","3",""
"M515","pva","5","DET_ALIQ","Detalhamento da alíquota a que se refere o ajuste de crédito","N","008","4",""
"M515","pva","6","DT_OPER_AJ","Data da operação a que se refere o ajuste informado neste registro","D","008*","","O"
"M515","pva","7","DESC_AJ","Descrição da(s) operação(ões) a que se refere o valor informado no Campo 02 (DET_VALOR_AJ)","C","255","",""
"M515","pva","8","COD_CTA","Código da conta contábil debitada/creditada","C","255","",""
"M515","pva","9","INFO_COMPL","Informação complementar","C","255","",""
"M600","pva","1","REG","Texto fixo contendo M600","C","004","","O"
"M600","pva","2","VL_TOT_CONT_NC_PER","Valor Total da Contribuição Não Cumulativa do Período  (recuperado do campo 13 do Registro M610, quando o campo COD_CONT for igual a 01, 02, 03, 04, 32 e 71)","N","","2","O"
"M600","pva","3","VL_TOT_CRED_DESC","Valor do Crédito Descontado, Apurado no Próprio Período da Escrituração (recuperado do campo 14 do Registro M500)","N","","2","O"
"M600","pva","4","VL_TOT_CRED_DESC_ANT","Valor do Crédito Descontado, Apurado em Período de Apuração Anterior (recuperado do campo 13 do Registro 1500)","N","","2","O"
"M600","pva","5","VL_TOT_CONT_NC_DEV","Valor Total da Contribuição Não Cumulativa Devida (02  03  04)","N","","2","O"
"M600","pva","6","VL_RET_NC","Valor Retido na Fonte Deduzido no Período (Não Cumulativo)","N","","2","O"
"M600","pva","7","VL_OUT_DED_NC","Outras Deduções do Regime Não Cumulativo no Período","N","","2","O"
"M600","pva","8","VL_CONT_NC_REC","Valor da Contribuição Não Cumulativa a Recolher/Pagar (05  06  07)","N","","2","O"
"M600","pva","9","VL_TOT_CONT_CUM_PER","Valor Total da Contribuição Cumulativa  do Período (recuperado do campo 13 do Registro M610, quando o campo COD_CONT for igual a 31, 32, 51, 52, 53, 54 e 72)","N","","2","O"
"M600","pva","10","VL_RET_CUM","Valor Retido na Fonte Deduzido no Período (Cumulativo)","N","","2","O"
"M600","pva","11","VL_OUT_DED_CUM","Outras Deduções do Regime Cumulativo no Período","N","","2","O"
"M600","pva","12","VL_CONT_CUM_REC","Valor da Contribuição Cumulativa a Recolher/Pagar (09  10  11)","N","","2","O"
"M600","pva","13","VL_TOT_CONT_REC","Valor Total da Contribuição  a Recolher/Pagar no Período (08 + 12)","N","","2","O"
"M605","pva","1","REG","Texto fixo contendo M605","C","004","",""
"M605","pva","2","NUM_CAMPO","Informar o número do campo do registro M600","C","002*","","O"
"M605","pva","3","COD_REC","Informar o Código da Receita referente à contribuição a recolher, detalhada neste registro","C","006","","O"
"M605","pva","4","VL_DEBITO","Valor do Débito correspondente à contribuição a recolher, detalhada neste registro","N","","2","O"
"M610","pva","1","REG","Texto fixo contendo M610","C","004","","OC"
"M610","pva","2","COD_CONT","Código da contribuição social apurada no período, conforme a Tabela 4.3.5.","C","002","","O"
"M610","pva","3","VL_REC_BRT","Valor da Receita Bruta","N","","2","O"
"M610","pva","4","VL_BC_CONT","Valor da Base de Cálculo da Contribuição","N","","2","O"
"M610","pva","5","VL_AJUS_ACRES_BC","Valor do total dos ajustes de acréscimo da base de cálculo da contribuição a que se refere o Campo 04","N","","2","O"
"M610","pva","6","VL_AJUS_REDUC_BC","Valor do total dos ajustes de redução da base de cálculo da contribuição a que se refere o Campo 04","N","","2","O"
"M610","pva","7","VL_BC_CONT_AJUS","Valor da Base de Cálculo da Contribuição, após os ajustes (Campo 07 = Campo 04 + Campo 05 - Campo 06)","N","","2","O"
"M610","pva","8","ALIQ_COFINS","Alíquota do COFINS (em percentual)","N","008","4",""
"M610","pva","9","QUANT_BC_COFINS","Base de cálculo em quantidade COFINS","N","","3",""
"M610","pva","10","ALIQ_COFINS_QUANT","Alíquota do COFINS (em reais)","N","","4",""
"M610","pva","11","VL_CONT_APUR","Valor total da contribuição social apurada","N","","2","O"
"M610","pva","12","VL_AJUS_ACRES","Valor total dos ajustes de acréscimo","N","","2","O"
"M610","pva","13","VL_AJUS_REDUC","Valor total dos ajustes de redução","N","","2","O"
"M610","pva","14","VL_CONT_DIFER","Valor total da contribuição a diferir no período","N","","2",""
"M610","pva","15","VL_CONT_DIFER_ANT","Valor da contribuição diferida em períodos anteriores","N","","2",""
"M610","pva","16","VL_CONT_PER","Valor Total da Contribuição  do Período (11 + 12 - 13 - 14 + 15)","N","","2","O"
"M611","pva","1","REG","Texto fixo contendo M611","C","004","","OC"
"M611","pva","2","IND_TIP_COOP","Indicador do Tipo de 1ociedade Cooperativa.","N","002*","","O"
"M611","pva","3","VL_BC_CONT_ANT_EXC_COOP","Valor da Base de Cálculo da Contribuição, conforme Registros escriturados nos Blocos A, C, D e F, antes das Exclusões das Cooperativas","N","","2","O"
"M611","pva","4","VL_EXC_COOP_GER","Valor de Exclusão Especifica das Cooperativas em Geral, decorrente das 1obras Apuradas na DRE, destinadas a constituição do Fundo de Reserva e do FATE1.","N","","2",""
"M611","pva","5","VL_EXC_ESP_COOP","Valor das Exclusões da Base de Cálculo Especifica do Tipo da 1ociedade Cooperativa, conforme Campo 02 (I0D_TIP_COOP)","N","","2",""
"M611","pva","6","VL_BC_CONT","Valor da Base de Cálculo, Após as Exclusões Especificas da Sociedade Cooperativa (03 - 04 - 05) - Transportar para M610","N","","2","O"
"M615","pva","1","REG","Texto fixo contendo M615","C","004","",""
"M615","pva","2","IND_AJ_BC","Indicador do tipo de ajuste da base de cálculo","C","001*","","O"
"M615","pva","3","VL_AJ_BC","Valor do ajuste da base de cálculo","N","","2","O"
"M615","pva","4","COD_AJ_BC","Código do ajuste da base de cálculo, conforme a Tabela indicada no item 4.3.18","C","002*","","O"
"M615","pva","5","NUM_DOC","Número do processo, documento ou ato concessório ao qual o ajuste está vinculado, se houver","C","","",""
"M615","pva","6","DESCR_AJ_BC","Descrição resumida do ajuste na base de cálculo","C","","",""
"M615","pva","7","DT_REF","Data de referência do ajuste (ddmmaaaa)","D","008*","",""
"M615","pva","8","COD_CTA","Código da conta analítica contábil debitada/creditada","C","255","",""
"M615","pva","9","CNPJ","CNPJ do estabelecimento a que se refere o ajuste","N","014*","",""
"M615","pva","10","INFO_COMPL","Informação complementar","C","","",""
"M620","pva","1","REG","Texto fixo contendo M620","C","004","",""
"M620","pva","2","IND_AJ","Indicador do tipo de ajuste.","C","001*","","O"
"M620","pva","3","VL_AJ","Valor do ajuste","N","","2","O"
"M620","pva","4","COD_AJ","Código do ajuste, conforme a Tabela indicada no item 4.3.8.","C","002*","","O"
"M620","pva","5","NUM_DOC","Número do documento / processo / declaração ao qual o ajuste está vinculado, se houver","C","","",""
"M620","pva","6","DESCR_AJ","Descrição resumida do ajuste.","C","","",""
"M620","pva","7","DT_REF","Data de referência do ajuste (ddmmaaaa)","D","008*","",""
"M625","pva","1","REG","Texto fixo contendo M625","C","004","",""
"M625","pva","2","DET_VALOR_AJ","Detalhamento do valor da contribuição reduzida ou acrescida,informado no Campo 03 (VL_AJ) do registro M620","N","","2","O"
"M625","pva","3","CST_COFINS","Código de Situação Tributária referente à operação detalhada neste registro","N","002*","",""
"M625","pva","4","DET_BC_CRED","Detalhamento da base de cálculo geradora de ajuste de contribuição","N","","3",""
"M625","pva","5","DET_ALIQ","Detalhamento da alíquota a que se refere o ajuste de contribuição","N","008","4",""
"M625","pva","6","DT_OPER_AJ","Data da operação a que se refere o ajuste informado neste registro","D","008*","","O"
"M625","pva","7","DESC_AJ","Descrição da(s) operação(ões) a que se refere o valor informado no Campo 02 (DET_VALOR_AJ)","C","255","",""
"M625","pva","8","COD_CTA","Código da conta contábil debitada/creditada","C","255","",""
"M625","pva","9","INFO_COMPL","Informação complementar","C","255","",""
"M630","pva","1","REG","Texto fixo contendo M630","C","004","",""
"M630","pva","2","CNPJ","CNPJ da pessoa jurídica de direito público, empresa pública, sociedade de economia mista ou suas subsidiárias.","N","014*","","O"
"M630","pva","3","VL_VEND","Valor Total das vendas no período","N","","2","O"
"M630","pva","4","VL_NAO_RECEB","Valor Total não recebido no período","N","","2","O"
"M630","pva","5","VL_CONT_DIF","Valor da Contribuição diferida no período","N","","2","O"
"M630","pva","6","VL_CRED_DIF","Valor do Crédito diferido no período","N","","2",""
"M630","pva","7","COD_CRED","Código de Tipo de Crédito diferido no período, conforme a Tabela 4.3.6","C","003*","",""
"M700","pva","1","REG","Texto fixo contendo M700","C","004","",""
"M700","pva","2","COD_CONT","Código da contribuição  social diferida em períodos anteriores , conforme a Tabela 4.3.5","C","002","","O"
"M700","pva","3","VL_CONT_APUR_DIFER","Valor da Contribuição Apurada, diferida em períodos anteriores","N","","2","O"
"M700","pva","4","NAT_BC_CRED_DESC","Natureza do Crédito Diferido, vinculado a receita tributada no mercado interno, a descontar.","C","002","",""
"M700","pva","5","VL_CRED_DESC_DIFER","Valor do Crédito a Descontar vinculado à contribuição diferida","N","","2",""
"M700","pva","6","VL_CONT_DIFER_ANT","Valor da Contribuição a Recolher, diferida em períodos anteriores (Campo 03 – Campo 05)","N","","2","O"
"M700","pva","7","PER_APUR","Periodo de apuração da contribuição social e dos créditos diferidos (MMAAAA)","N","006*","","O"
"M700","pva","8","DT_RECEB","Data de recebimento da receita, objeto de diferimento","D","008*","",""
"M800","pva","1","REG","Texto fixo contendo M800","C","004","",""
"M800","pva","2","CST_COFINS","Código de Situação Tributária - CST das demais receitas auferidas no período, sem incidência da contribuição, ou sem contribuição apurada a pagar, conforme a Tabela 4.3.4.","C","002*","","O"
"M800","pva","4","VL_TOT_REC","Valor total da receita bruta no período.","N","","2","O"
"M800","pva","5","COD_CTA","Código da conta analítica contábil debitada/creditada","C","255","",""
"M800","pva","6","DESC_COMPL","Descrição Complementar da Natureza da Receita","C","","",""
"M810","pva","1","REG","Texto fixo contendo M810","C","004","","O"
"M810","pva","2","NAT_REC","<html>Natureza da Receita, conforme relação constante nas Tabelas de Detalhamento da Natureza da Receita por Situação Tributária abaixo:<br/>- Tabela 4.3.10: Produtos Sujeitos à Incidência Monofásica da Contribuição Social - Alíquotas Diferenciadas (CST 04);<br/>- Tabela 4.3.12: Produtos Sujeitos à Substituição Tributária da Contribuição Social (CST 05);<br/>- Tabela 4.3.13: Produtos Sujeitos à Alíquota Zero da Contribuição Social (CST 06);<br/>- Tabela 4.3.14: Operações com Isenção da Contribuição Social (CST 07);<br/>- Tabela 4.3.15: Operações sem Incidência da Contribuição Social (CST 08);<br/>- Tabela 4.3.16: Operações com Suspensão da Contribuição Social (CST 09).</html>","C","003","","O"
"M810","pva","3","VL_REC","Valor da receita bruta no período, relativo a natureza da receita (NAT_REC)","N","","2","O"
"M810","pva","4","COD_CTA","Código da conta analítica contábil debitada/creditada","C","255","",""
"M810","pva","5","DESC_COMPL","Descrição Complementar da Natureza da Receita","C","","",""
"M990","pva","1","REG","Texto fixo contendo M990","C","004","","O"
"M990","pva","2","QTD_LIN_M","Quantidade total de linhas do Bloco M","N","","","O"
"P001","pva","1","REG","Texto fixo contendo P001","C","004","",""
"P001","pva","2","IND_MOV","Indicador de movimento:0- Bloco com dados informados;1- Bloco sem dados informados","C","001","","O"
"P990","pva","1","REG","Texto fixo contendo P990","C","004","",""
"P990","pva","2","QTD_LIN_P","Quantidade total de linhas do Bloco P","N","","","O"
"1001","pva","1","REG","Texto fixo contendo 1001","C","004","","O"
"1001","pva","2","IND_MOV","Indicador de movimento:0 - Bloco com dados informados;1 - Bloco sem dados informados","N","001","","O"
"1010","pva","1","REG","Texto fixo contendo 1010","C","004","",""
"1010","pva","2","NUM_PROC","Identificação do Numero do Processo Judicial","C","020","","O"
"1010","pva","3","ID_SEC_JUD","Identificação da Seção Judiciária","C","","","O"
"1010","pva","4","ID_VARA","Identificação da Vara","C","002","","O"
"1010","pva","5","IND_NAT_ACAO","Indicador da Natureza da Ação Judicial, impetrada na Justiça Federal","C","002*","","O"
"1010","pva","6","DESC_DEC_JUD","Descrição Resumida dos Efeitos Tributários abrangidos pela Decisão Judicial proferida.","C","100","",""
"1010","pva","7","DT_SENT_JUD","Data da Sentença/Decisão Judicial","D","008*","",""
"1011","pva","1","REG","Texto fixo contendo 1011","C","004","",""
"1011","pva","2","REG_REF","Registro da escrituração que terá o detalhamento das contribuições sociais com exigibilidade suspensa (Blocos A, C, D, F e I, 1800)","C","004*","",""
"1011","pva","3","CHAVE_DOC","Chave do documento eletrônico","C","060","",""
"1011","pva","4","COD_PART","Código do participante (campo 02 do Registro 0150)","C","060","",""
"1011","pva","5","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","",""
"1011","pva","6","DT_OPER","Data da Operação (ddmmaaaa)","D","008*","","O"
"1011","pva","7","VL_OPER","Valor da Operação","N","","2","O"
"1011","pva","8","CST_PIS","Código da Situação Tributária referente ao PIS/Pasep, conforme a Tabela indicada no item 4.3.3 (IN RFB nº 1.009, de 2010)","N","002*","","O"
"1011","pva","9","VL_BC_PIS","Base de Cálculo do PIS/Pasep","N","","4",""
"1011","pva","10","ALIQ_PIS","Alíquota do PIS/Pasep","N","008","4",""
"1011","pva","11","VL_PIS","Valor do PIS/Pasep","N","","2",""
"1011","pva","12","CST_COFINS","Código da Situação Tributária referente a COFINS, conforme a Tabela indicada no item 4.3.4 (IN RFB nº 1.009, de 2010)","N","002*","","O"
"1011","pva","13","VL_BC_COFINS","Base de Cálculo da COFINS","N","","4",""
"1011","pva","14","ALIQ_COFINS","Alíquota da COFINS","N","008","4",""
"1011","pva","15","VL_COFINS","Valor da COFINS","N","","2",""
"1011","pva","16","CST_PIS_SUSP","Código da Situação Tributária conforme decisão judicial, referente ao PIS/PASEP, conforme a Tabela indicada no item 4.3.3","N","002*","","O"
"1011","pva","17","VL_BC_PIS_SUSP","Base de cálculo do PIS/PASEP, conforme decisão judicial","N","","4",""
"1011","pva","18","ALIQ_PIS_SUSP","Alíquota do PIS/Pasep, conforme decisão judicial","N","008","4",""
"1011","pva","19","VL_PIS_SUSP","Valor do PIS/Pasep, conforme decisão judicial","N","","2",""
"1011","pva","20","CST_COFINS_SUSP","Código da Situação Tributária conforme decisão judicial referente a COFINS, conforme a Tabela indicada no item 4.3.4 (IN RFB nº 1.009, de 2010)","N","002*","","O"
"1011","pva","21","VL_BC_COFINS_SUSP","Base de Cálculo da COFINS, conforme decisão judicial","N","","4",""
"1011","pva","22","ALIQ_COFINS_SUSP","Alíquota da COFINS, conforme decisão judicial","N","008","4",""
"1011","pva","23","VL_COFINS_SUSP","Valor da COFINS, conforme decisão judicial","N","","2",""
"1011","pva","24","COD_CTA","Código da conta analítica contábil debitada/creditada","C","255","",""
"1011","pva","25","COD_CCUS","Código do centro de custos","C","255","",""
"1011","pva","26","DESC_DOC_OPER","Descrição do Documento/Operação","C","255","",""
"1020","pva","1","REG","Texto fixo contendo 1020","C","004","",""
"1020","pva","2","NUM_PROC","Identificação do Processo Administrativo ou da Decisão Administrativa","C","020","","O"
"1020","pva","3","IND_NAT_ACAO","Indicador da Natureza da Ação, decorrente de Processo Administrativo na Secretaria da Receita Federal do Brasil","C","002*","","O"
"1020","pva","4","DT_DEC_ADM","Data do Despacho/Decisão Administrativa","D","008*","","O"
"1050","pva","1","REG","Texto fixo contendo 1050","C","004","",""
"1050","pva","2","DT_REF","Data de referência do ajuste (ddmmaaaa)","D","008*","","O"
"1050","pva","3","IND_AJ_BC","Código do ajuste da base de cálculo, conforme a Tabela indicada no item 4.3.18","C","002*","","O"
"1050","pva","4","CNPJ","CNPJ do estabelecimento a que se refere o ajuste","N","014*","",""
"1050","pva","5","VL_AJ_TOT","Valor total do ajuste","N","","2","O"
"1050","pva","6","VL_AJ_CST01","Parcela do ajuste a apropriar na base de cálculo referente ao CST 01","N","","2","O"
"1050","pva","7","VL_AJ_CST02","Parcela do ajuste a apropriar na base de cálculo referente ao CST 02","N","","2","O"
"1050","pva","8","VL_AJ_CST03","Parcela do ajuste a apropriar na base de cálculo referente ao CST 03","N","","2","O"
"1050","pva","9","VL_AJ_CST04","Parcela do ajuste a apropriar na base de cálculo referente ao CST 04","N","","2","O"
"1050","pva","10","VL_AJ_CST05","Parcela do ajuste a apropriar na base de cálculo referente ao CST 05","N","","2","O"
"1050","pva","11","VL_AJ_CST06","Parcela do ajuste a apropriar na base de cálculo referente ao CST 06","N","","2","O"
"1050","pva","12","VL_AJ_CST07","Parcela do ajuste a apropriar na base de cálculo referente ao CST 07","N","","2","O"
"1050","pva","13","VL_AJ_CST08","Parcela do ajuste a apropriar na base de cálculo referente ao CST 08","N","","2","O"
"1050","pva","14","VL_AJ_CST09","Parcela do ajuste a apropriar na base de cálculo referente ao CST 09","N","","2","O"
"1050","pva","15","VL_AJ_CST49","Parcela do ajuste a apropriar na base de cálculo referente ao CST 49","N","","2","O"
"1050","pva","16","VL_AJ_CST99","Parcela do ajuste a apropriar na base de cálculo referente ao CST 99","N","","2","O"
"1050","pva","17","IND_APROP","Indicador de apropriação do ajuste","C","002*","","O"
"1050","pva","18","NUM_REC","Número do recibo da escrituração a que se refere o ajuste","C","080","",""
"1050","pva","19","INFO_COMPL","Informação complementar","C","","",""
"1100","pva","1","REG","Texto fixo contendo 1100","C","004","",""
"1100","pva","2","PER_APU_CRED","Período de Apuração do Crédito (MM/AAAA)","N","006*","","O"
"1100","pva","3","ORIG_CRED","Indicador da origem do crédito.","N","002*","","O"
"1100","pva","4","CNPJ_SUC","CNPJ da pessoa jurídica cedente do crédito (se ORIG_CRED = 02).","N","014*","",""
"1100","pva","5","COD_CRED","Código do Tipo do Crédito, conforme Tabela 4.3.6","N","003*","","O"
"1100","pva","6","VL_CRED_APU","Valor do Crédito apurado em Demonstrativo Dacon ou em Escrituração Fiscal Digital, em Período(s)  Anterior(es).","N","","2","O"
"1100","pva","7","VL_CRED_EXT_APU","Valor de Crédito Extemporâneo Apurado (Registro 1101), referente a Período Anterior, Informado no Campo 02 - PER_APU_CRED","N","","2",""
"1100","pva","8","VL_TOT_CRED_APU","Valor Total do Crédito Apurado (06 + 07)","N","","2","O"
"1100","pva","9","VL_CRED_DESC_PA_ANT","Valor do Crédito utilizado mediante Desconto, em Período(s)  Anterior(es)","N","","2","O"
"1100","pva","10","VL_CRED_PER_PA_ANT","Valor do Crédito utilizado mediante Pedido de Ressarcimento, em Período(s) Anterior(es).","N","","2",""
"1100","pva","11","VL_CRED_DCOMP_PA_ANT","Valor do Crédito utilizado mediante Declaração de Compensação Intermediária (Crédito de Exportação), em Período(s) Anterior(es)","N","","2",""
"1100","pva","12","SD_CRED_DISP_EFD","Saldo do Crédito Disponível para Utilização neste Período de Escrituração (08-09-10-11)","N","","2","O"
"1100","pva","13","VL_CRED_DESC_EFD","Valor do Crédito descontado neste período de escrituração","N","","2",""
"1100","pva","14","VL_CRED_PER_EFD","Valor do Crédito objeto de Pedido de Ressarcimento (PER) neste período de escrituração","N","","2",""
"1100","pva","15","VL_CRED_DCOMP_EFD","Valor do Crédito utilizado mediante Declaração de Compensação Intermediária neste período de escrituração","N","","2",""
"1100","pva","16","VL_CRED_TRANS","Valor do crédito transferido em evento de cisão, fusão ou incorporação","N","","2",""
"1100","pva","17","VL_CRED_OUT","Valor do crédito utilizado por outras formas","N","","2",""
"1100","pva","18","SLD_CRED_FIM","Saldo de créditos a utilizar em período de apuração futuro (12-13-14-15-16-17).","N","","2","O"
"1300","pva","1","REG","Texto fixo contendo 1300","C","004","",""
"1300","pva","2","IND_NAT_RET","Indicador de Natureza da Retenção na Fonte","N","002*","","O"
"1300","pva","3","PR_REC_RET","Período do Recebimento e da Retenção(MM/AAAA)","N","006*","","O"
"1300","pva","4","VL_RET_APU","Valor Total da Retenção","N","","2","O"
"1300","pva","5","VL_RET_DED","Valor da Retenção deduzida da Contribuição Devida","N","","2","O"
"1300","pva","6","VL_RET_PER","Valor da Retenção utilizada mediante Pedido de Ressarcimento.","N","","2","O"
"1300","pva","7","VL_RET_DCOMP","Valor da Retenção utilizada mediante Declaração de Compensação.","N","","2","O"
"1300","pva","8","SLD_RET","Saldo de Retenção a utilizar em períodos de apuração futuros.","N","","2","O"
"1500","pva","1","REG","Texto fixo contendo 1500","C","004","",""
"1500","pva","2","PER_APU_CRED","Período de Apuração do Crédito (MM/AAAA)","N","006*","","O"
"1500","pva","3","ORIG_CRED","Indicador da origem do crédito.","N","002*","","O"
"1500","pva","4","CNPJ_SUC","CNPJ da pessoa jurídica cedente do crédito (se ORIG_CRED = 02).","N","014*","",""
"1500","pva","5","COD_CRED","Código do Tipo do Crédito, conforme Tabela 4.3.6","N","003*","","O"
"1500","pva","6","VL_CRED_APU","Valor do Crédito já apurado em Demonstrativo Dacon ou em Escrituração Fiscal Digital.","N","","2","O"
"1500","pva","7","VL_CRED_EXT_APU","Valor de Crédito Extemporâneo Apurado (Registro 1501), referente a Período Anterior, Informado no Campo 02 - PER_APU_CRED","N","","2",""
"1500","pva","8","VL_TOT_CRED_APU","Valor Total do Crédito Apurado (06 + 07)","N","","2","O"
